Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36,140,"$5,040.00","$2,368.80",47%,Outlet
West Gear,1128299,1/5/2020,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,34,90,"$3,060.00","$1,254.60",41%,Outlet
West Gear,1128299,1/6/2020,West,Nevada,Las Vegas,Men's Apparel,37,80,"$2,960.00","$1,687.20",57%,Outlet
West Gear,1128299,1/7/2020,West,Nevada,Las Vegas,Women's Apparel,36,166,"$5,976.00","$1,434.24",24%,Outlet
West Gear,1128299,1/8/2020,West,Nevada,Las Vegas,Men's Street Footwear,27,173,"$4,671.00","$2,008.53",43%,Outlet
West Gear,1128299,1/9/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,35,145,"$5,075.00","$1,573.25",31%,Outlet
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,31,140,"$4,340.00","$1,866.20",43%,Outlet
West Gear,1128299,1/11/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,30,85,"$2,550.00","$1,045.50",41%,Outlet
West Gear,1128299,1/12/2020,West,Nevada,Las Vegas,Men's Apparel,37,70,"$2,590.00","$1,579.90",61%,Outlet
West Gear,1128299,1/13/2020,West,Nevada,Las Vegas,Women's Apparel,31,140,"$4,340.00",$998.20,23%,Outlet
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,31,182,"$5,642.00","$2,538.90",45%,Outlet
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,42,124,"$5,208.00","$1,666.56",32%,Outlet
West Gear,1128299,1/16/2020,West,Nevada,Las Vegas,Women's Street Footwear,43,128,"$5,504.00","$2,586.88",47%,Outlet
West Gear,1128299,1/17/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,41,93,"$3,813.00","$1,563.33",41%,Outlet
West Gear,1128299,1/18/2020,West,Nevada,Las Vegas,Men's Apparel,44,60,"$2,640.00","$1,636.80",62%,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,39,124,"$4,836.00","$1,257.36",26%,Outlet
West Gear,1128299,1/20/2020,West,Nevada,Las Vegas,Men's Street Footwear,41,171,"$7,011.00","$2,944.62",42%,Outlet
West Gear,1128299,1/21/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,46,116,"$5,336.00","$1,547.44",29%,Outlet
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,47,120,"$5,640.00","$2,538.00",45%,Outlet
West Gear,1128299,1/23/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,40,90,"$3,600.00","$1,476.00",41%,Outlet
West Gear,1128299,1/24/2020,West,Nevada,Las Vegas,Men's Apparel,47,62,"$2,914.00","$1,777.54",61%,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,54,123,"$6,642.00","$1,793.34",27%,Outlet
West Gear,1128299,1/26/2020,West,Nevada,Las Vegas,Men's Street Footwear,43,171,"$7,353.00","$3,529.44",48%,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,43,120,"$5,160.00","$1,806.00",35%,Outlet
West Gear,1128299,1/28/2020,West,Nevada,Las Vegas,Women's Street Footwear,49,132,"$6,468.00","$3,039.96",47%,Outlet
West Gear,1128299,1/29/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,47,105,"$4,935.00","$2,270.10",46%,Outlet
West Gear,1128299,1/30/2020,West,Nevada,Las Vegas,Men's Apparel,43,66,"$2,838.00","$1,873.08",66%,Outlet
West Gear,1128299,1/31/2020,West,Nevada,Las Vegas,Women's Apparel,54,140,"$7,560.00","$2,419.20",32%,Outlet
West Gear,1128299,2/1/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,245,"$11,515.00","$5,757.50",50%,Outlet
West Gear,1128299,2/2/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,51,182,"$9,282.00","$3,341.52",36%,Outlet
West Gear,1128299,2/3/2020,West,Nevada,Las Vegas,Women's Street Footwear,46,176,"$8,096.00","$3,886.08",48%,Outlet
West Gear,1128299,2/4/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,47,145,"$6,815.00","$3,066.75",45%,Outlet
West Gear,1128299,2/5/2020,West,Nevada,Las Vegas,Men's Apparel,47,105,"$4,935.00","$3,207.75",65%,Outlet
West Gear,1128299,2/6/2020,West,Nevada,Las Vegas,Women's Apparel,57,192,"$10,944.00","$3,064.32",28%,Outlet
West Gear,1128299,2/7/2020,West,Nevada,Las Vegas,Men's Street Footwear,48,233,"$11,184.00","$4,920.96",44%,Outlet
West Gear,1128299,2/8/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,46,204,"$9,384.00","$2,533.68",27%,Outlet
West Gear,1128299,2/9/2020,West,Nevada,Las Vegas,Women's Street Footwear,47,171,"$8,037.00","$3,616.65",45%,Outlet
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,46,140,"$6,440.00","$2,704.80",42%,Outlet
West Gear,1128299,2/11/2020,West,Nevada,Las Vegas,Men's Apparel,47,150,"$7,050.00","$4,159.50",59%,Outlet
West Gear,1128299,2/12/2020,West,Nevada,Las Vegas,Women's Apparel,61,170,"$10,370.00","$2,799.90",27%,Outlet
West Gear,1128299,2/13/2020,West,Nevada,Las Vegas,Men's Street Footwear,44,238,"$10,472.00","$4,817.12",46%,Outlet
West Gear,1128299,2/14/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,56,208,"$11,648.00","$3,377.92",29%,Outlet
West Gear,1128299,2/15/2020,West,Nevada,Las Vegas,Women's Street Footwear,44,179,"$7,876.00","$3,307.92",42%,Outlet
West Gear,1128299,2/16/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,42,152,"$6,384.00","$2,681.28",42%,Outlet
West Gear,1128299,2/17/2020,West,Nevada,Las Vegas,Men's Apparel,50,152,"$7,600.00","$4,484.00",59%,Outlet
West Gear,1128299,2/18/2020,West,Nevada,Las Vegas,Women's Apparel,55,128,"$7,040.00","$1,830.40",26%,Outlet
West Gear,1128299,2/19/2020,West,Nevada,Las Vegas,Men's Street Footwear,41,186,"$7,626.00","$2,897.88",38%,Outlet
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,"$9,180.00","$2,478.60",27%,Outlet
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,46,144,"$6,624.00","$2,715.84",41%,Outlet
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,43,124,"$5,332.00","$1,866.20",35%,Outlet
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,53,128,"$6,784.00","$3,595.52",53%,Outlet
West Gear,1128299,2/24/2020,West,Nevada,Las Vegas,Women's Apparel,54,140,"$7,560.00","$1,587.60",21%,Outlet
West Gear,1128299,2/25/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,171,"$8,037.00","$3,214.80",40%,Outlet
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,193,"$9,650.00","$2,412.50",25%,Outlet
West Gear,1128299,2/27/2020,West,Nevada,Las Vegas,Women's Street Footwear,47,113,"$5,311.00","$2,230.62",42%,Outlet
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,43,119,"$5,117.00","$1,688.61",33%,Outlet
West Gear,1128299,3/1/2020,West,Nevada,Las Vegas,Men's Apparel,48,107,"$5,136.00","$2,773.44",54%,Outlet
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,53,120,"$6,360.00","$1,399.20",22%,Outlet
West Gear,1128299,3/3/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,196,"$9,212.00","$3,869.04",42%,Outlet
West Gear,1128299,3/4/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,52,201,"$10,452.00","$2,613.00",25%,Outlet
West Gear,1128299,3/5/2020,West,Nevada,Las Vegas,Women's Street Footwear,44,140,"$6,160.00","$2,587.20",42%,Outlet
West Gear,1128299,3/6/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,43,132,"$5,676.00","$1,986.60",35%,Outlet
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,46,119,"$5,474.00","$2,955.96",54%,Outlet
West Gear,1128299,3/8/2020,West,Nevada,Las Vegas,Women's Apparel,51,162,"$8,262.00","$1,735.02",21%,Outlet
West Gear,1128299,3/9/2020,West,Nevada,Las Vegas,Men's Street Footwear,47,216,"$10,152.00","$3,756.24",37%,Outlet
West Gear,1128299,3/10/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,50,209,"$10,450.00","$2,612.50",25%,Outlet
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,47,166,"$7,802.00","$3,276.84",42%,Outlet
West Gear,1128299,3/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,40,166,"$6,640.00","$2,390.40",36%,Outlet
West Gear,1128299,3/13/2020,West,Nevada,Las Vegas,Men's Apparel,49,136,"$6,664.00","$3,598.56",54%,Outlet
West Gear,1128299,3/14/2020,West,Nevada,Las Vegas,Women's Apparel,56,170,"$9,520.00","$1,713.60",18%,Outlet
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,20,149,"$2,980.00","$1,192.00",40%,Outlet
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,31,145,"$4,495.00","$1,123.75",25%,Outlet
West Gear,1128299,3/17/2020,West,Nevada,Las Vegas,Women's Street Footwear,26,128,"$3,328.00","$1,397.76",42%,Outlet
West Gear,1128299,3/18/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,26,96,"$2,496.00",$848.64,34%,Outlet
Sports Direct,1197831,3/14/2021,South,Tennessee,Knoxville,Men's Apparel,30,123,"$3,690.00","$1,254.60",34%,Outlet
Sports Direct,1197831,3/15/2021,South,Tennessee,Knoxville,Women's Apparel,24,170,"$4,080.00","$2,162.40",53%,Outlet
Sports Direct,1197831,3/16/2021,South,Tennessee,Knoxville,Men's Street Footwear,18,202,"$3,636.00","$1,345.32",37%,Outlet
Sports Direct,1197831,3/17/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23,219,"$5,037.00","$1,964.43",39%,Outlet
Sports Direct,1197831,3/18/2021,South,Tennessee,Knoxville,Women's Street Footwear,23,140,"$3,220.00","$1,255.80",39%,Outlet
Sports Direct,1197831,3/19/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,28,128,"$3,584.00","$1,756.16",49%,Outlet
Sports Direct,1197831,3/20/2021,South,Tennessee,Knoxville,Men's Apparel,29,94,"$2,726.00",$872.32,32%,Outlet
Sports Direct,1197831,3/21/2021,South,Tennessee,Knoxville,Women's Apparel,28,143,"$4,004.00","$2,242.24",56%,Outlet
Sports Direct,1197831,3/22/2021,South,Tennessee,Knoxville,Men's Street Footwear,20,221,"$4,420.00","$1,900.60",43%,Outlet
Sports Direct,1197831,3/23/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,31,195,"$6,045.00","$2,841.15",47%,Outlet
Sports Direct,1197831,3/24/2021,South,Tennessee,Knoxville,Women's Street Footwear,22,166,"$3,652.00","$1,570.36",43%,Outlet
Sports Direct,1197831,3/25/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,25,124,"$3,100.00","$1,736.00",56%,Outlet
Sports Direct,1197831,3/26/2021,South,Tennessee,Knoxville,Men's Apparel,27,88,"$2,376.00",$974.16,41%,Outlet
Sports Direct,1197831,3/27/2021,South,Tennessee,Knoxville,Women's Apparel,25,145,"$3,625.00","$2,211.25",61%,Outlet
Sports Direct,1197831,3/28/2021,South,Tennessee,Knoxville,Men's Street Footwear,13,203,"$2,639.00","$1,187.55",45%,Outlet
Sports Direct,1197831,3/29/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,17,203,"$3,451.00","$1,449.42",42%,Outlet
Sports Direct,1197831,3/30/2021,South,Tennessee,Knoxville,Women's Street Footwear,15,170,"$2,550.00","$1,122.00",44%,Outlet
Sports Direct,1197831,3/31/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,20,128,"$2,560.00","$1,433.60",56%,Outlet
Sports Direct,1197831,4/1/2021,South,Tennessee,Knoxville,Men's Apparel,20,105,"$2,100.00",$798.00,38%,Outlet
Sports Direct,1197831,4/2/2021,South,Tennessee,Knoxville,Women's Apparel,18,196,"$3,528.00","$2,152.08",61%,Outlet
Sports Direct,1197831,4/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,12,247,"$2,964.00","$1,333.80",45%,Outlet
Sports Direct,1197831,4/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,20,240,"$4,800.00","$2,112.00",44%,Outlet
Sports Direct,1197831,4/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,14,204,"$2,856.00","$1,313.76",46%,Outlet
Sports Direct,1197831,4/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,"$3,580.00","$1,933.20",54%,Outlet
Sports Direct,1197831,4/7/2021,South,Tennessee,Knoxville,Men's Apparel,33,132,"$4,356.00","$1,785.96",41%,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,31,271,"$8,401.00","$4,956.59",59%,Outlet
Sports Direct,1197831,4/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,256,"$7,168.00","$3,368.96",47%,Outlet
Sports Direct,1197831,4/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,32,240,"$7,680.00","$3,609.60",47%,Outlet
Sports Direct,1197831,4/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,26,202,"$5,252.00","$2,310.88",44%,Outlet
Sports Direct,1197831,4/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,29,198,"$5,742.00","$3,215.52",56%,Outlet
Sports Direct,1197831,4/13/2021,South,Tennessee,Knoxville,Men's Apparel,30,150,"$4,500.00","$1,755.00",39%,Outlet
Sports Direct,1197831,4/14/2021,South,Tennessee,Knoxville,Women's Apparel,37,306,"$11,322.00","$6,679.98",59%,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,272,"$7,888.00","$3,944.00",50%,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,30,264,"$7,920.00","$3,960.00",50%,Outlet
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,30,322,"$9,660.00","$4,830.00",50%,Outlet
Sports Direct,1197831,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,32,196,"$6,272.00","$3,825.92",61%,Outlet
Sports Direct,1197831,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,33,182,"$6,006.00","$2,702.70",45%,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,38,272,"$10,336.00","$6,408.32",62%,Outlet
Sports Direct,1197831,4/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,29,233,"$6,757.00","$3,446.07",51%,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,44,271,"$11,924.00","$6,081.24",51%,Outlet
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,39,314,"$12,246.00","$5,755.62",47%,Outlet
Sports Direct,1197831,4/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,32,162,"$5,184.00","$3,058.56",59%,Outlet
Sports Direct,1197831,4/25/2021,South,Tennessee,Knoxville,Men's Apparel,35,143,"$5,005.00","$2,252.25",45%,Outlet
Sports Direct,1197831,4/26/2021,South,Tennessee,Knoxville,Women's Apparel,40,232,"$9,280.00","$6,217.60",67%,Outlet
Sports Direct,1197831,4/27/2021,South,Tennessee,Knoxville,Men's Street Footwear,40,209,"$8,360.00","$4,180.00",50%,Outlet
Sports Direct,1197831,4/28/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,33,213,"$7,029.00","$3,303.63",47%,Outlet
Sports Direct,1197831,4/29/2021,South,Tennessee,Knoxville,Women's Street Footwear,40,203,"$8,120.00","$4,141.20",51%,Outlet
Sports Direct,1197831,4/30/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,40,136,"$5,440.00","$3,100.80",57%,Outlet
Sports Direct,1197831,5/1/2021,South,Tennessee,Knoxville,Men's Apparel,39,120,"$4,680.00","$2,012.40",43%,Outlet
Sports Direct,1197831,5/2/2021,South,Tennessee,Knoxville,Women's Apparel,30,219,"$6,570.00","$4,073.40",62%,Outlet
Sports Direct,1197831,5/3/2021,South,Tennessee,Knoxville,Men's Street Footwear,28,201,"$5,628.00","$2,926.56",52%,Outlet
Sports Direct,1197831,5/4/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,178,"$4,450.00","$2,136.00",48%,Outlet
Sports Direct,1197831,5/5/2021,South,Tennessee,Knoxville,Women's Street Footwear,27,163,"$4,401.00","$2,112.48",48%,Outlet
Sports Direct,1197831,5/6/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30,131,"$3,930.00","$2,358.00",60%,Outlet
Sports Direct,1197831,5/7/2021,South,Tennessee,Knoxville,Men's Apparel,28,109,"$3,052.00","$1,342.88",44%,Outlet
Sports Direct,1197831,5/8/2021,South,Tennessee,Knoxville,Women's Apparel,29,179,"$5,191.00","$3,477.97",67%,Outlet
Sports Direct,1197831,5/9/2021,South,Tennessee,Knoxville,Men's Street Footwear,24,203,"$4,872.00","$2,338.56",48%,Outlet
Sports Direct,1197831,5/10/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,21,223,"$4,683.00","$2,294.67",49%,Outlet
Sports Direct,1197831,5/11/2021,South,Tennessee,Knoxville,Women's Street Footwear,37,204,"$7,548.00","$3,547.56",47%,Outlet
Sports Direct,1197831,5/12/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,38,157,"$5,966.00","$3,698.92",62%,Outlet
Sports Direct,1197831,5/13/2021,South,Tennessee,Knoxville,Men's Apparel,43,140,"$6,020.00","$2,769.20",46%,Outlet
Sports Direct,1197831,5/14/2021,South,Tennessee,Knoxville,Women's Apparel,43,202,"$8,686.00","$5,732.76",66%,Outlet
Sports Direct,1197831,5/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,39,248,"$9,672.00","$4,642.56",48%,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,37,264,"$9,768.00","$4,786.32",49%,Outlet
Sports Direct,1197831,5/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,44,210,"$9,240.00","$4,712.40",51%,Outlet
Sports Direct,1197831,5/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,"$7,744.00","$4,646.40",60%,Outlet
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,38,160,"$6,080.00","$2,857.60",47%,Outlet
Sports Direct,1197831,5/20/2021,South,Tennessee,Knoxville,Women's Apparel,49,225,"$11,025.00","$6,945.75",63%,Outlet
Foot Locker,1185732,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,27,140,"$3,780.00","$1,663.20",44%,Outlet
Foot Locker,1185732,5/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,23,70,"$1,610.00",$660.10,41%,Outlet
Foot Locker,1185732,5/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,19,74,"$1,406.00",$548.34,39%,Outlet
Foot Locker,1185732,5/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,22,23,$506.00,$217.58,43%,Outlet
Sports Direct,1197831,8/5/2021,South,Alabama,Birmingham,Men's Apparel,31,114,"$3,534.00","$1,448.94",41%,Outlet
Sports Direct,1197831,8/6/2021,South,Alabama,Birmingham,Women's Apparel,24,152,"$3,648.00","$2,152.32",59%,Outlet
Sports Direct,1197831,8/7/2021,South,Alabama,Birmingham,Men's Street Footwear,16,206,"$3,296.00","$1,549.12",47%,Outlet
Sports Direct,1197831,8/8/2021,South,Alabama,Birmingham,Men's Athletic Footwear,26,192,"$4,992.00","$2,096.64",42%,Outlet
Sports Direct,1197831,8/9/2021,South,Alabama,Birmingham,Women's Street Footwear,26,136,"$3,536.00","$1,555.84",44%,Outlet
Sports Direct,1197831,8/10/2021,South,Alabama,Birmingham,Women's Athletic Footwear,24,113,"$2,712.00","$1,464.48",54%,Outlet
Sports Direct,1197831,8/11/2021,South,Alabama,Birmingham,Men's Apparel,29,85,"$2,465.00",$961.35,39%,Outlet
Sports Direct,1197831,8/12/2021,South,Alabama,Birmingham,Women's Apparel,27,144,"$3,888.00","$2,216.16",57%,Outlet
Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,23,194,"$4,462.00","$2,186.38",49%,Outlet
Sports Direct,1197831,8/14/2021,South,Alabama,Birmingham,Men's Athletic Footwear,32,194,"$6,208.00","$2,917.76",47%,Outlet
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,20,144,"$2,880.00","$1,468.80",51%,Outlet
Sports Direct,1197831,8/16/2021,South,Alabama,Birmingham,Women's Athletic Footwear,23,116,"$2,668.00","$1,627.48",61%,Outlet
Sports Direct,1197831,8/17/2021,South,Alabama,Birmingham,Men's Apparel,28,88,"$2,464.00","$1,133.44",46%,Outlet
Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,Women's Apparel,26,120,"$3,120.00","$2,059.20",66%,Outlet
Sports Direct,1197831,8/19/2021,South,Alabama,Birmingham,Men's Street Footwear,15,215,"$3,225.00","$1,677.00",52%,Outlet
Sports Direct,1197831,8/20/2021,South,Alabama,Birmingham,Men's Athletic Footwear,16,202,"$3,232.00","$1,519.04",47%,Outlet
Sports Direct,1197831,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,11,152,"$1,672.00",$785.84,47%,Outlet
Sports Direct,1197831,8/22/2021,South,Alabama,Birmingham,Women's Athletic Footwear,15,116,"$1,740.00","$1,044.00",60%,Outlet
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,19,88,"$1,672.00",$702.24,42%,Outlet
Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,14,165,"$2,310.00","$1,547.70",67%,Outlet
Sports Direct,1197831,8/25/2021,South,Alabama,Birmingham,Men's Street Footwear,7,224,"$1,568.00",$736.96,47%,Outlet
Sports Direct,1197831,8/26/2021,South,Alabama,Birmingham,Men's Athletic Footwear,16,218,"$3,488.00","$1,709.12",49%,Outlet
Sports Direct,1197831,8/27/2021,South,Alabama,Birmingham,Women's Street Footwear,11,190,"$2,090.00","$1,086.80",52%,Outlet
Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,26,165,"$4,290.00","$2,616.90",61%,Outlet
Sports Direct,1197831,8/29/2021,South,Alabama,Birmingham,Men's Apparel,39,132,"$5,148.00","$2,162.16",42%,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,36,263,"$9,468.00","$6,248.88",66%,Outlet
Sports Direct,1197831,8/31/2021,South,Alabama,Birmingham,Men's Street Footwear,30,225,"$6,750.00","$3,240.00",48%,Outlet
Sports Direct,1197831,9/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,35,233,"$8,155.00","$3,832.85",47%,Outlet
Sports Direct,1197831,9/2/2021,South,Alabama,Birmingham,Women's Street Footwear,35,228,"$7,980.00","$4,069.80",51%,Outlet
Sports Direct,1197831,9/3/2021,South,Alabama,Birmingham,Women's Athletic Footwear,31,210,"$6,510.00","$3,906.00",60%,Outlet
Sports Direct,1197831,9/4/2021,South,Alabama,Birmingham,Men's Apparel,38,165,"$6,270.00","$2,946.90",47%,Outlet
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,36,280,"$10,080.00","$6,451.20",64%,Outlet
Sports Direct,1197831,9/6/2021,South,Alabama,Birmingham,Men's Street Footwear,31,256,"$7,936.00","$4,206.08",53%,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,37,264,"$9,768.00","$5,372.40",55%,Outlet
Sports Direct,1197831,9/8/2021,South,Alabama,Birmingham,Women's Street Footwear,31,322,"$9,982.00","$5,589.92",56%,Outlet
Sports Direct,1197831,9/9/2021,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,"$7,056.00","$4,727.52",67%,Outlet
Sports Direct,1197831,9/10/2021,South,Alabama,Birmingham,Men's Apparel,35,179,"$6,265.00","$3,257.80",52%,Outlet
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,47,280,"$13,160.00","$9,212.00",70%,Outlet
Sports Direct,1197831,9/12/2021,South,Alabama,Birmingham,Men's Street Footwear,27,233,"$6,291.00","$3,460.05",55%,Outlet
Sports Direct,1197831,9/13/2021,South,Alabama,Birmingham,Men's Athletic Footwear,39,233,"$9,087.00","$4,906.98",54%,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,36,278,"$10,008.00","$5,304.24",53%,Outlet
Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,37,140,"$5,180.00","$3,315.20",64%,Outlet
Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,42,140,"$5,880.00","$2,940.00",50%,Outlet
Sports Direct,1197831,9/17/2021,South,Alabama,Birmingham,Women's Apparel,39,203,"$7,917.00","$5,621.07",71%,Outlet
Sports Direct,1197831,9/18/2021,South,Alabama,Birmingham,Men's Street Footwear,38,206,"$7,828.00","$4,305.40",55%,Outlet
Sports Direct,1197831,9/19/2021,South,Alabama,Birmingham,Men's Athletic Footwear,36,173,"$6,228.00","$3,425.40",55%,Outlet
Sports Direct,1197831,9/20/2021,South,Alabama,Birmingham,Women's Street Footwear,47,213,"$10,011.00","$5,606.16",56%,Outlet
Sports Direct,1197831,9/21/2021,South,Alabama,Birmingham,Women's Athletic Footwear,44,105,"$4,620.00","$3,049.20",66%,Outlet
Sports Direct,1197831,9/22/2021,South,Alabama,Birmingham,Men's Apparel,35,116,"$4,060.00","$1,948.80",48%,Outlet
Sports Direct,1197831,9/23/2021,South,Alabama,Birmingham,Women's Apparel,26,190,"$4,940.00","$3,556.80",72%,Outlet
Sports Direct,1197831,9/24/2021,South,Alabama,Birmingham,Men's Street Footwear,20,184,"$3,680.00","$1,913.60",52%,Outlet
Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,23,173,"$3,979.00","$2,188.45",55%,Outlet
Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,24,166,"$3,984.00","$2,151.36",54%,Outlet
Sports Direct,1197831,9/27/2021,South,Alabama,Birmingham,Women's Athletic Footwear,26,98,"$2,548.00","$1,707.16",67%,Outlet
Sports Direct,1197831,9/28/2021,South,Alabama,Birmingham,Men's Apparel,22,105,"$2,310.00","$1,131.90",49%,Outlet
Sports Direct,1197831,9/29/2021,South,Alabama,Birmingham,Women's Apparel,26,147,"$3,822.00","$2,751.84",72%,Outlet
Sports Direct,1197831,9/30/2021,South,Alabama,Birmingham,Men's Street Footwear,14,188,"$2,632.00","$1,500.24",57%,Outlet
Sports Direct,1197831,10/1/2021,South,Alabama,Birmingham,Men's Athletic Footwear,14,200,"$2,800.00","$1,456.00",52%,Outlet
Sports Direct,1197831,10/2/2021,South,Alabama,Birmingham,Women's Street Footwear,33,196,"$6,468.00","$3,557.40",55%,Outlet
